Code,Name,Country,Exchange,Currency,Type,Isin
DENN,"Denny’s Corp",USA,NASDAQ,USD,"Common Stock",US24869P1049
DENVX,"MASSMUTUAL PREMIER DISCIPLINED VALUE FUND SERVICE CLASS",USA,NMFQS,USD,FUND,
DEO,"Diageo PLC ADR",USA,NYSE,USD,"Common Stock",US25243Q2057
DEOPX,"DAVENPORT EQUITY OPPORTUNITIES FUND DAVENPORT EQUITY OPPORTUNITIES FUND",USA,NMFQS,USD,FUND,US9695577760
DEQAX,"DREYFUS GLOBAL EQUITY INCOME FUND CLASS A",USA,NMFQS,USD,FUND,US2619806191
DEQCX,"DREYFUS GLOBAL EQUITY INCOME FUND CLASS C",USA,NMFQS,USD,FUND,
DEQI,"Direct Equity International Inc",USA,PINK,USD,"Common Stock",
DEQIX,"DELAWARE INTERNATIONAL VALUE EQUITY FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2459144034
DEQRX,"Delaware International Value Equity Fund -6",USA,NMFQS,USD,FUND,
DEQYX,"DREYFUS GLOBAL EQUITY INCOME FUND CLASS Y",USA,NMFQS,USD,FUND,
DERM,"Journey Medical Corp",USA,NASDAQ,USD,"Common Stock",US48115J1097
DES,"WisdomTree U.S. SmallCap Dividend Fund",USA,"NYSE ARCA",USD,ETF,US97717W6049
DESAX,"DWS ESG Core Equity Fund - Class A",USA,NMFQS,USD,"Mutual Fund",
DESCX,"DWS ESG Core Equity Fund - Class C",USA,NMFQS,USD,"Mutual Fund",
DESGX,"DWS ESG Core Equity Fund - Class Institutional",USA,NMFQS,USD,"Mutual Fund",
DESIX,"Emerging Markets Sustainability Core 1 Portfolio Institutional Class",USA,NMFQS,USD,FUND,
DESP,"Despegar.com Corp",USA,NYSE,USD,"Common Stock",US2506301009
DESRX,"DWS ESG Core Equity Fund - Class R",USA,NMFQS,USD,"Mutual Fund",
DESSX,"DWS ESG Core Equity Fund - Class S",USA,NMFQS,USD,"Mutual Fund",
DESUX,"DWS ESG Core Equity Fund - Class R6",USA,NMFQS,USD,"Mutual Fund",
DETRF,"Deterra Royalties Limited",USA,PINK,USD,"Common Stock",
DEUS,"Xtrackers Russell US Multifactor ETF",USA,"NYSE ARCA",USD,ETF,US2330514819
DEUZF,"DEUTZ Aktiengesellschaft",USA,PINK,USD,"Common Stock",
DEVCX,"DELAWARE SMALL CAP VALUE FUND DELAWARE SMALL CAP VALUE FUND CLASS C",USA,NMFQS,USD,FUND,US2460974064
DEVDX,"DRIEHAUS EVENT DRIVEN FUND DRIEHAUS EVENT DRIVEN FUND",USA,NMFQS,USD,FUND,US2620288140
DEVIX,"DELAWARE SMALL CAP VALUE FUND DELAWARE SMALL CAP VALUE FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2460972084
DEVLX,"DELAWARE SMALL CAP VALUE FUND DELAWARE SMALL CAP VALUE FUND CLASS A",USA,NMFQS,USD,FUND,US2460971094
DEVM,"Devmar Equities Inc",USA,PINK,USD,"Common Stock",US25178T1097
DEW,"WisdomTree Global High Dividend Fund",USA,"NYSE ARCA",USD,ETF,US97717W8771
DEWM,"Dewmar Intl Bmc Inc",USA,PINK,USD,"Common Stock",US25211R1023
DEWY,"The Dewey Electronics Corporation",USA,PINK,USD,"Common Stock",US2520631027
DEXSF,Dexus,USA,PINK,USD,"Common Stock",
DEYCX,"DREYFUS LARGE CAP EQUITY CLASS C",USA,NMFQS,USD,FUND,
DEZRX,"Delaware Extended Duration Bond Fund Cl",USA,NMFQS,USD,FUND,
DFAAX,"DFA Global Core Plus Real Return Portfolio Institutional Class",USA,NMFQS,USD,FUND,
DFABX,"Dfa Investment Dimensions Group Inc. - Dfa Short-Term Selective State Municipal Bond Portfolio Fund",USA,NMFQS,USD,"Mutual Fund",
DFAC,"Dimensional U.S. Core Equity 2 ETF",USA,"NYSE ARCA",USD,ETF,US25434V7082
DFAE,"Dimensional Emerging Core Equity Market ETF",USA,"NYSE ARCA",USD,ETF,US25434V3024
DFAI,"Dimensional International Core Equity Market ETF",USA,"NYSE ARCA",USD,ETF,US25434V2034
DFAIX,"DFA Short-Duration Real Return Portfolio",USA,NMFQS,USD,FUND,US25239Y5767
DFALX,"LARGE CAP INTERNATIONAL PORTFOLIO LARGE CAP INTERNATIONAL PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038684
DFAPX,"DFA Investment Grade Portfolio",USA,NMFQS,USD,FUND,US23320G4486
DFAR,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V8239
DFAS,"Dimensional U.S. Small Cap ETF",USA,"NYSE ARCA",USD,ETF,US25434V5003
DFAT,"Dimensional U.S. Targeted Value ETF",USA,"NYSE ARCA",USD,ETF,US25434V6092
DFAU,"Dimensional US Core Equity Market ETF",USA,"NYSE ARCA",USD,ETF,US25434V1044
DFAX,"Dimensional World ex U.S. Core Equity 2 ETF",USA,"NYSE ARCA",USD,ETF,US25434V8809
DFCA,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V6332
DFCEX,"EMERGING MARKETS CORE EQUITY PORTFOLIO EMERGING MARKETS CORE EQUITY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332034212
DFCF,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V8726
DFCFX,"LWAS/DFA TWO YEAR FIXED INCOME PORTFOLIO LWAS/DFA TWO YEAR FIXED INCOME PORTFOLIO",USA,NMFQS,USD,FUND,US25434D8728
DFCIX,"DELAWARE SMID CAP GROWTH FUND CLASS A",USA,NMFQS,USD,FUND,US2459061022
DFCMX,"DFA Calfrna Shrt Trm Mncpl Bnd Prtfl",USA,NMFQS,USD,FUND,US2332033305
DFCO,"Dalrada Financial Corp",USA,OTCQB,USD,"Common Stock",US2354964031
DFCSX,"CONTINENTAL SMALL COMPANY PORTFOLIO CONTINENTAL SMALL COMPANY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332037025
DFDIX,"DELAWARE SMID CAP GROWTH FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2459062012
DFDMX,"DF DENT MIDCAP GROWTH FUND DF DENT MIDCAP GROWTH FUND",USA,NMFQS,USD,FUND,
DFDPX,"DF DENT PREMIER GROWTH FUND DF DENT PREMIER GROWTH FUND",USA,NMFQS,USD,FUND,US3499034193
DFDSX,"DF DENT SMALL CAP GROWTH FUND DF DENT SMALL CAP GROWTH FUND",USA,NMFQS,USD,FUND,
DFE,"WisdomTree Europe SmallCap Dividend Fund",USA,"NYSE ARCA",USD,ETF,US97717W8698
DFEB,"FT Cboe Vest U.S. Equity Deep Buffer ETF - February",USA,BATS,USD,ETF,
DFEL,"China TMK Battery Systems Inc",USA,PINK,USD,"Common Stock",
DFELX,"ENHANCED U.S. LARGE COMPANY PORTFOLIO ENHANCED U.S. LARGE COMPANY PORTFOLIO",USA,NMFQS,USD,FUND,US2332036373
DFEM,"Dimensional ETF Trust - Dimensional Emerging Markets Core Equity 2 ETF",USA,"NYSE ARCA",USD,ETF,US25434V7322
DFEMX,"EMERGING MARKETS PORTFOLIO EMERGING MARKETS PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332037850
DFEN,"Direxion Daily Aerospace & Defense Bull 3X Shares Direxion Daily Aerospace",USA,"NYSE ARCA",USD,ETF,US25460E6611
DFEOX,"U.S. CORE EQUITY 1 PORTFOLIO U.S. CORE EQUITY 1 PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332034139
DFEQX,"DFA Short-Term Extended Quality Ptf",USA,NMFQS,USD,FUND,US23320G5210
DFESX,"DFA Emerging Markets Social Core eq Port",USA,NMFQS,USD,FUND,US2332033636
DFETX,"EMERGING MARKETS PORTFOLIO II EMERGING MARKETS PORTFOLIO II",USA,NMFQS,USD,FUND,US25434D8496
DFEV,"Dimensional ETF Trust - Dimensional Emerging Markets Value ETF",USA,"NYSE ARCA",USD,ETF,US25434V7405
DFEVX,"EMERGING MARKETS VALUE PORTFOLIO EMERGING MARKETS VALUE PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332035870
DFFCX,"DAVIS FINANCIAL FUND CLASS C",USA,NMFQS,USD,FUND,US2391037403
DFFGX,"DFA SHORT-TERM GOVERNMENT PORTFOLIO DFA SHORT-TERM GOVERNMENT PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332034055
DFFLX,"DoubleLine Flexible Income Fund Class R6",USA,NMFQS,USD,FUND,
DFFN,"Diffusion Pharmaceuticals Inc",USA,NASDAQ,USD,"Common Stock",US2537484048
DFFVX,"U.S. TARGETED VALUE PORTFOLIO U.S. TARGETED VALUE PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332035953
DFGBX,"DFA FIVE-YEAR GLOBAL FIXED INCOME PORTFOLIO DFA FIVE-YEAR GLOBAL FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038841
DFGEX,"DFA Global Real Estate Securities Ptf",USA,NMFQS,USD,FUND,US23320G5541
DFGFX,"DFA TWO-YEAR GLOBAL FIXED INCOME PORTFOLIO DFA TWO-YEAR GLOBAL FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332036456
DFGR,"Dimensional ETF Trust - Dimensional Gloabl Real Estate ETF",USA,"NYSE ARCA",USD,ETF,US25434V6589
DFH,"Dream Finders Homes Inc",USA,NYSE,USD,"Common Stock",US26154D1000
DFHL,"Dong Fang Hui Le Inc",USA,PINK,USD,"Common Stock",US25774M2017
DFHY,"TrimTabs Donoghue Forlines Tactical High Yield ETF",USA,BATS,USD,ETF,
DFIC,"Dimensional International Core Equity 2 ETF",USA,BATS,USD,ETF,US25434V7991
DFIEX,"INTERNATIONAL CORE EQUITY PORTFOLIO INTERNATIONAL CORE EQUITY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332033719
DFIFF,"Diamond Fields Resources Inc",USA,PINK,USD,"Common Stock",
DFIGX,"DFA INTERMEDIATE GOVERNMENT FIXED INCOME PORTFOLIO DFA INTERMEDIATE GOVERNMENT FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038767
DFIHX,"DFA ONE-YEAR FIXED INCOME PORTFOLIO DFA ONE-YEAR FIXED INCOME PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332036035
DFIHY,"Dairy Farm International Holdings Ltd ADR",USA,PINK,USD,"Common Stock",US2338594045
DFILF,"Dairy Farm International Holdings Limited",USA,PINK,USD,"Common Stock",
DFIN,"Donnelley Financial Solutions Inc",USA,NYSE,USD,"Common Stock",US25787G1004
DFIP,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V8569
DFIS,"Dimensional ETF Trust - Dimensional International Small Cap ETF",USA,BATS,USD,ETF,US25434V7736
DFISX,"INTERNATIONAL SMALL COMPANY PORTFOLIO INTERNATIONAL SMALL COMPANY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332036290
DFITX,"DFA International Real Estate Sec I",USA,NMFQS,USD,FUND,US2332033487
DFIV,"Dimensional International Value ETF",USA,"NYSE ARCA",USD,ETF,US25434V8072
DFIVX,"DFA INTERNATIONAL VALUE PORTFOLIO DFA INTERNATIONAL VALUE PORTFOLIO- INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US25434D2036
DFJ,"WisdomTree Japan SmallCap Dividend Fund",USA,"NYSE ARCA",USD,ETF,US97717W8367
DFJSX,"JAPANESE SMALL COMPANY PORTFOLIO JAPANESE SMALL COMPANY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332031085
DFKCY,"Daifuku Co. Ltd",USA,PINK,USD,"Common Stock",
DFLAX,"DREYFUS FLOATING RATE INCOME FUND CLASS A",USA,NMFQS,USD,FUND,
DFLCX,"DREYFUS FLOATING RATE INCOME FUND CLASS C",USA,NMFQS,USD,FUND,
DFLEX,"DOUBLELINE FLEXIBLE INCOME FUND CLASS I",USA,NMFQS,USD,FUND,US2586207985
DFLI,"Chardan NexTech Acquisition 2 Corp",USA,NASDAQ,USD,"Common Stock",
DFLIW,"Chardan NexTech Acquisition 2 Corp",USA,NASDAQ,USD,"Common Stock",
DFLIX,"DREYFUS FLOATING RATE INCOME FUND CLASS I",USA,NMFQS,USD,FUND,
DFLV,"Dimensional ETF Trust - Dimensional US Large Cap Value ETF",USA,"NYSE ARCA",USD,ETF,US25434V6662
DFLVX,"U.S. LARGE CAP VALUE PORTFOLIO U.S. LARGE CAP VALUE PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038270
DFLYX,"DREYFUS FLOATING RATE INCOME FUND CLASS Y",USA,NMFQS,USD,FUND,US2619497397
DFMAX,"DAVIDSON MULTI-CAP EQUITY FUND CLASS A",USA,NMFQS,USD,FUND,
DFMGX,"DF Dent Midcap Growth Fund Institutional Shares",USA,NMFQS,USD,FUND,
DFMIX,"DAVIDSON MULTI-CAP EQUITY FUND CLASS I",USA,NMFQS,USD,FUND,
DFMLX,"DF Dent Midcap Growth Fund - Institutional Plus Shares",USA,NMFQS,USD,"Mutual Fund",
DFMPX,"DFA Municipal Bond Port Instl",USA,NMFQS,USD,FUND,US23320G2324
DFMTF,"Defense Metals Corp",USA,OTCQB,USD,"Common Stock",CA2446331035
DFND,"Siren DIVCON Dividend Defender ETF",USA,BATS,USD,ETF,US8296584001
DFNL,"Davis Select Financial ETF",USA,BATS,USD,ETF,US23908L1089
DFNM,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V8494
DFNV,"TrimTabs Donoghue Forlines Risk Managed Innovation ETF",USA,BATS,USD,ETF,
DFP,"Flaherty and Crumrine Dynamic Preferred and Income Closed Fund",USA,NYSE,USD,FUND,US33848W1062
DFPAX,"DREYFUS DIVERSIFIED INTERNATIONAL FUND CLASS A",USA,NMFQS,USD,FUND,
DFPCX,"DREYFUS DIVERSIFIED INTERNATIONAL FUND CLASS C",USA,NMFQS,USD,FUND,
DFPIX,"DREYFUS DIVERSIFIED INTERNATIONAL FUND CLASS I",USA,NMFQS,USD,FUND,
DFQTX,"U.S. CORE EQUITY 2 PORTFOLIO U.S. CORE EQUITY 2 PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332033974
DFRA,"TrimTabs ETF Trust - Donoghue Forlines Yield Enhanced Real Asset ETF",USA,BATS,USD,ETF,
DFRAX,"DEUTSCHE FLOATING RATE FUND CLASS A",USA,NMFQS,USD,FUND,US25157W6021
DFRCX,"DEUTSCHE FLOATING RATE FUND CLASS C",USA,NMFQS,USD,FUND,US25157W7011
DFREX,"DFA REAL ESTATE SECURITIES PORTFOLIO DFA REAL ESTATE SECURITIES PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038353
DFRIX,"DELAWARE SMID CAP GROWTH FUND CLASS R",USA,NMFQS,USD,FUND,
DFRPX,"DEUTSCHE FLOATING RATE FUND CLASS S",USA,NMFQS,USD,FUND,US25157W8837
DFRRX,"DEUTSCHE FLOATING RATE FUND CLASS R6",USA,NMFQS,USD,FUND,
DFRSX,"ASIA PACIFIC SMALL COMPANY PORTFOLIO ASIA PACIFIC SMALL COMPANY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038502
DFRTX,"DEUTSCHE FLOATING RATE FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US25157W8001
DFRXX,"Morgan Stanley Tax-Free Daily Income Trust",USA,NMFQS,USD,FUND,
DFRYF,"Dufry AG",USA,PINK,USD,"Common Stock",
DFS,"Discover Financial Services",USA,NYSE,USD,"Common Stock",US2547091080
DFSB,"Dimensional ETF Trust - Dimensional Global Sustainability Fixed Income ETF",USA,"NYSE ARCA",USD,ETF,US25434V6746
DFSCX,"U.S. MICRO CAP PORTFOLIO U.S. MICRO CAP PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332035045
DFSD,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V8643
DFSE,"Dimensional Emerging Markets Sustainability Core 1 ETF",USA,"NYSE ARCA",USD,ETF,US25434V6829
DFSGX,"DF Dent Small Cap Growth Fund Institutional Shares",USA,NMFQS,USD,FUND,
DFSHX,"DFA Selectively Hedged Global Fxed Inc P",USA,NMFQS,USD,FUND,US2332032232
DFSI,"Dimensional International Sustainability Core 1 ETF",USA,"NYSE ARCA",USD,ETF,US25434V6902
DFSIX,"DFA U.S. Sustainability Core I Ptf",USA,NMFQS,USD,FUND,US2332032158
DFSMX,"DFA SHORT-TERM MUNICIPAL BOND PORTFOLIO DFA SHORT-TERM MUNICIPAL BOND PORTFOLIO",USA,NMFQS,USD,FUND,US2332034394
DFSPX,"DFA Int'l Sustainability Core 1 Portflio",USA,NMFQS,USD,FUND,US2332031994
DFSRX,"DELAWARE SELECT GROWTH FUND CLASS R",USA,NMFQS,USD,FUND,
DFSTX,"U.S. SMALL CAP PORTFOLIO U.S. SMALL CAP PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038437
DFSU,"Dimensional US Sustainability Core 1 ETF",USA,"NYSE ARCA",USD,ETF,US25434V7165
DFSV,"Dimensional ETF Trust",USA,"NYSE ARCA",USD,ETF,US25434V8155
DFSVX,"U.S. SMALL CAP VALUE PORTFOLIO U.S. SMALL CAP VALUE PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332038197
DFSXX,"Morgan Stanley California Tax-Free Daily Income Trust",USA,NMFQS,USD,FUND,
DFTC,"Defentect Group Inc",USA,PINK,USD,"Common Stock",
DFTEX,"DFA Intermediate Term Extended Qlty Ptf",USA,NMFQS,USD,FUND,US23320G5137
DFTIX,"DFA Intermediate Term Municipal Bond Ptf",USA,NMFQS,USD,FUND,US23320G3157
DFUEX,"DFA US Social Core Eq 2 Portfolio",USA,NMFQS,USD,FUND,US2332032984
DFUKX,"UNITED KINGDOM SMALL COMPANY PORTFOLIO UNITED KINGDOM SMALL COMPANY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,
DFUS,"Dimensional U.S. Equity ETF",USA,"NYSE ARCA",USD,ETF,US25434V4014
DFUSX,"U.S. LARGE COMPANY PORTFOLIO U.S. LARGE COMPANY PORTFOLIO",USA,NMFQS,USD,FUND,US25434D8231
DFUV,"Dimensional US Marketwide Value ETF",USA,"NYSE ARCA",USD,ETF,US25434V7249
DFUVX,"U.S. LARGE CAP VALUE PORTFOLIO III U.S. LARGE CAP VALUE PORTFOLIO III",USA,NMFQS,USD,FUND,US25434D8074
DFVEX,"U.S. VECTOR EQUITY PORTFOLIO U.S. VECTOR EQUITY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2332033891
DFVIX,"DFA INTERNATIONAL VALUE PORTFOLIO III DFA INTERNATIONAL VALUE PORTFOLIO III",USA,NMFQS,USD,FUND,US25434D7084
DFVQX,"DFA International Vector Equity Ptf",USA,NMFQS,USD,FUND,US23320G5392
DFWIX,"World ex U.S. Core Equity Portfolio Inst",USA,NMFQS,USD,FUND,US25239Y5924
DFWVX,"World ex U.S. Val Portfolio Inst Cl",USA,NMFQS,USD,FUND,US23320G4718
DFXIX,"DFA Diversified Fixed Income Port Inst",USA,NMFQS,USD,FUND,US23320G1664
DFYGX,"LWAS/DFA TWO YEAR GOVERNMENT PORTFOLIO LWAS/DFA TWO YEAR GOVERNMENT PORTFOLIO",USA,NMFQS,USD,FUND,US25434D8645
DFZRX,"Delaware Smid Cap Growth Fund Cl R6",USA,NMFQS,USD,FUND,
DG,"Dollar General Corporation",USA,NYSE,USD,"Common Stock",US2566771059
DGAGX,"DREYFUS APPRECIATION FUND INC INVESTOR SHARES",USA,NMFQS,USD,FUND,US2619701079
DGASX,"Destra Granahan Small Cap Advantage Fund Class A",USA,NMFQS,USD,FUND,
DGBCX,"DREYFUS GLOBAL REAL ESTATE SECURITIES CLASS C",USA,NMFQS,USD,FUND,
DGBEX,"DFA Global Social Core Equity Portfolio Institutional Class",USA,NMFQS,USD,FUND,
DGBIX,"DWS ESG Global Bond Fund Institutional Class",USA,NMFQS,USD,FUND,
DGCAX,"DELAWARE CORPORATE BOND FUND CLASS A",USA,NMFQS,USD,FUND,US2459087852
DGCCX,"DELAWARE CORPORATE BOND FUND CLASS C",USA,NMFQS,USD,FUND,US2459087696
DGCFX,"DFA Global Core Plus Fixed Income Portfolio",USA,NMFQS,USD,FUND,
DGCIX,"DELAWARE CORPORATE BOND FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US2459087514
DGCRX,"DELAWARE CORPORATE BOND FUND CLASS R",USA,NMFQS,USD,FUND,
DGCXX,"Dreyfus Government Cash Management Fund",USA,NMFQS,USD,FUND,
DGCZX,"Delaware Corporate Bond Fund Class R6",USA,NMFQS,USD,FUND,
DGDAX,"DREYFUS GLOBAL DYNAMIC BOND FUND A",USA,NMFQS,USD,FUND,
DGDCF,"Dynasty Gold Corp",USA,PINK,USD,"Common Stock",
DGDCX,"DREYFUS GLOBAL DYNAMIC BOND FUND C",USA,NMFQS,USD,FUND,
DGDIX,"DREYFUS GLOBAL DYNAMIC BOND FUND I",USA,NMFQS,USD,FUND,
DGDYX,"DREYFUS GLOBAL DYNAMIC BOND FUND CLASS Y",USA,NMFQS,USD,FUND,
DGEAF,"Diageo plc",USA,PINK,USD,"Common Stock",
DGEAX,"DREYFUS GLOBAL EMERGING MARKETS FUND CLASS A",USA,NMFQS,USD,FUND,
DGECX,"DREYFUS GLOBAL EMERGING MARKETS FUND CLASS C",USA,NMFQS,USD,FUND,
DGEFX,"Destinations Equity Income Fund",USA,NMFQS,USD,FUND,
DGEIX,"GLOBAL EQUITY PORTFOLIO GLOBAL EQUITY PORTFOLIO - INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,US25434D6748
DGEN,"Deltagen Inc",USA,PINK,USD,"Common Stock",US24783R1032
DGEXX,"Morgan Stanley U.S Government Money Market Trust Fund",USA,NMFQS,USD,FUND,
DGEYX,"DREYFUS GLOBAL EMERGING MARKETS FUND CLASS Y",USA,NMFQS,USD,FUND,US26188X4034
DGEZX,"Destinations Equity Income Fund Class Z",USA,NMFQS,USD,FUND,
DGFAX,"DAVIS GLOBAL FUND CLASS A",USA,NMFQS,USD,FUND,US2390808721
DGFCX,"DAVIS GLOBAL FUND CLASS C",USA,NMFQS,USD,FUND,US2390808564
DGFFX,"Destinations Global Fixed Income Opport",USA,NMFQS,USD,FUND,
DGFYX,"DAVIS GLOBAL FUND CLASS Y",USA,NMFQS,USD,FUND,US2390808499
DGFZX,"Destinations Global Fixed Income Opportunities Fund",USA,NMFQS,USD,FUND,
DGGAX,"DELAWARE INTERNATIONAL SMALL CAP FUND CLASS A",USA,NMFQS,USD,FUND,
DGGCX,"DELAWARE INTERNATIONAL SMALL CAP FUND CLASS C",USA,NMFQS,USD,FUND,
DGGIX,"DELAWARE INTERNATIONAL SMALL CAP FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,
DGGRX,"DELAWARE INTERNATIONAL SMALL CAP FUND CLASS R",USA,NMFQS,USD,FUND,
DGGXF,"DigitalX Limited",USA,OTCQB,USD,"Common Stock",
DGHI,"Digihost Technology Inc",USA,NASDAQ,USD,"Common Stock",CA25381D2068
DGIBX,"DGI Balanced Fund Class P",USA,NMFQS,USD,FUND,
DGICA,"Donegal Group A Inc",USA,NASDAQ,USD,"Common Stock",US2577012014
DGICB,"Donegal Group B Inc",USA,NASDAQ,USD,"Common Stock",US2577013004
DGIEX,"DREYFUS GLOBAL EMERGING MARKETS FUND CLASS I",USA,NMFQS,USD,FUND,
DGIF,"D7 Enterprises Inc",USA,PINK,USD,"Common Stock",
DGIFX,"THE DISCIPLINED GROWTH INVESTORS FUND THE DISCIPLINED GROWTH INVESTORS FUND",USA,NMFQS,USD,FUND,US3176093942
DGIGX,"DREYFUS APPRECIATION FUND INC CLASS I",USA,NMFQS,USD,FUND,
DGII,"Digi International Inc",USA,NASDAQ,USD,"Common Stock",US2537981027
DGIN,"VanEck ETF Trust",USA,"NYSE ARCA",USD,ETF,US92189H7897
DGINX,"DGI Balanced Fund Class NT",USA,NMFQS,USD,FUND,
DGISX,"Destra Granahan Small Cap Advantage Fund Class I",USA,NMFQS,USD,FUND,
DGITX,"DGI Investment Trust - DGI Balanced Fund",USA,NMFQS,USD,FUND,
DGIV,"Digitcom Corp",USA,OTCGREY,USD,"Common Stock",
DGIX,"Dyna Group International Inc",USA,PINK,USD,"Common Stock",US2679121036
DGLAX,"GLOBAL STOCK FUND CLASS A",USA,NMFQS,USD,FUND,
DGLCX,"GLOBAL STOCK FUND CLASS C",USA,NMFQS,USD,FUND,
DGLDF,"VelocityShares 3x Inverse Gold ETN Linked to the S&P GSCI® Gold Index ER",USA,PINK,USD,ETF,US22542D6702
DGLIX,"Global Small Company Portfolio Inst",USA,NMFQS,USD,FUND,
DGLRX,"GLOBAL STOCK FUND CLASS I",USA,NMFQS,USD,FUND,US86271F8187
DGLY,"Digital Ally Inc",USA,NASDAQ,USD,"Common Stock",US25382T1016
DGLYX,"GLOBAL STOCK FUND CLASS Y",USA,NMFQS,USD,FUND,US86271F5456
DGMLF,"De Grey Mining Ltd",USA,PINK,USD,"Common Stock",AU000000DEG6
DGNG,"Diguang Intl Dev Co",USA,PINK,USD,"Common Stock",US25402T1079
DGNMF,"Diagnamed Holdings Corp.",USA,PINK,USD,"Common Stock",
DGNOF,"DIAGNOS Inc",USA,OTCQB,USD,"Common Stock",
DGOCX,"DAVIS OPPORTUNITY FUND CLASS C",USA,NMFQS,USD,FUND,US2391037650
DGOYX,"DAVIS OPPORTUNITY FUND CLASS Y",USA,NMFQS,USD,FUND,US2391038310
DGP,"DB Gold Double Long ETN",USA,"NYSE ARCA",USD,ETF,US25154H7492
DGPXX,"Dreyfus Government Cash Management Funds - Dreyfus Government Prime Cash Management",USA,NMFQS,USD,FUND,
DGQAX,"AMERICAFIRST DEFENSIVE GROWTH FUND AMERICAFIRST DEFENSIVE GROWTH FUND CLASS A",USA,NMFQS,USD,FUND,
DGQIX,"AMERICAFIRST DEFENSIVE GROWTH FUND AMERICAFIRST DEFENSIVE GROWTH FUND CLASS I",USA,NMFQS,USD,FUND,
DGQUX,"AMERICAFIRST DEFENSIVE GROWTH FUND AMERICAFIRST DEFENSIVE GROWTH FUND CLASS U",USA,NMFQS,USD,FUND,
DGQXX,"Dreyfus Government Cash Management Fund",USA,NMFQS,USD,FUND,
DGRE,"WisdomTree Emerging Markets Quality Dividend Growth Fund",USA,NASDAQ,USD,ETF,US97717W3236
DGRO,"iShares Core Dividend Growth ETF",USA,"NYSE ARCA",USD,ETF,US46434V6213
DGRRX,"Delaware International Small Cap Fund Class R6",USA,NMFQS,USD,FUND,
DGRS,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",USA,NASDAQ,USD,ETF,US97717X6519
DGRW,"WisdomTree U.S. Quality Dividend Growth Fund",USA,NASDAQ,USD,ETF,US97717X6691
DGS,"WisdomTree Emerging Markets SmallCap Dividend Fund",USA,"NYSE ARCA",USD,ETF,US97717W2816
DGSCX,"ALLIANZGI GLOBAL SMALL-CAP FUND INSTITUTIONAL",USA,NMFQS,USD,FUND,US0189195144
DGSFX,"DFA Investment Dimensions Group Inc Global Sustainability Fixed Income Ptf Instl Cl",USA,NMFQS,USD,FUND,
